,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3126,BeeP-11-2013_NODE_6141_length_648_cov_1_439580,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3127,BeeP-11-2013_NODE_6143_length_647_cov_9_424561,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3128,BeeP-11-2013_NODE_6150_length_647_cov_2_301754,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3129,BeeP-11-2013_NODE_6154_length_647_cov_1_745614,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3130,BeeP-11-2013_NODE_615_length_2421_cov_11_584471,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3131,BeeP-11-2013_NODE_6160_length_646_cov_3_560633,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3132,BeeP-11-2013_NODE_6161_length_646_cov_2_949033,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3133,BeeP-11-2013_NODE_6163_length_646_cov_2_544815,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3134,BeeP-11-2013_NODE_6164_length_646_cov_2_326889,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3136,BeeP-11-2013_NODE_616_length_2420_cov_14_163892,Unassigned,Unassigned,Unassigned,,Overlap (VC_38/VC_39/VC_43),,,,,,,,,,
3137,BeeP-11-2013_NODE_6182_length_645_cov_1_767606,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3138,BeeP-11-2013_NODE_618_length_2415_cov_5_467494,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3139,BeeP-11-2013_NODE_6191_length_644_cov_3_222222,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3140,BeeP-11-2013_NODE_6192_length_644_cov_3_121693,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3141,BeeP-11-2013_NODE_6194_length_644_cov_2_807760,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3142,BeeP-11-2013_NODE_6199_length_644_cov_1_610229,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3143,BeeP-11-2013_NODE_61_length_13003_cov_97_347130,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3144,BeeP-11-2013_NODE_6210_length_643_cov_3_263251,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3145,BeeP-11-2013_NODE_6212_length_643_cov_3_053004,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3146,BeeP-11-2013_NODE_6219_length_643_cov_2_054770,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3147,BeeP-11-2013_NODE_6221_length_643_cov_1_591873,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3148,BeeP-11-2013_NODE_6231_length_642_cov_3_633628,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3149,BeeP-11-2013_NODE_6236_length_642_cov_2_368142,Unassigned,Unassigned,Unassigned,,Overlap (VC_37/VC_41),,,,,,,,,,
3150,BeeP-11-2013_NODE_623_length_2398_cov_12_193451,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3151,BeeP-11-2013_NODE_6244_length_642_cov_1_504425,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3152,BeeP-11-2013_NODE_6245_length_642_cov_1_497345,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3153,BeeP-11-2013_NODE_624_length_2397_cov_11_342241,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3154,BeeP-11-2013_NODE_6255_length_641_cov_1_742908,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3155,BeeP-11-2013_NODE_6256_length_641_cov_1_540780,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3156,BeeP-11-2013_NODE_626_length_2395_cov_2_443486,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3157,BeeP-11-2013_NODE_6271_length_640_cov_3_671403,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3158,BeeP-11-2013_NODE_6273_length_640_cov_3_428064,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3159,BeeP-11-2013_NODE_6276_length_640_cov_2_980462,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3160,BeeP-11-2013_NODE_6286_length_640_cov_2_083481,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3162,BeeP-11-2013_NODE_6299_length_639_cov_2_919929,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3163,BeeP-11-2013_NODE_62_length_12962_cov_18_664338,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3164,BeeP-11-2013_NODE_6300_length_639_cov_2_795374,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3165,BeeP-11-2013_NODE_630_length_2385_cov_4_912478,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3166,BeeP-11-2013_NODE_6314_length_638_cov_25_748663,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3167,BeeP-11-2013_NODE_6321_length_638_cov_2_545455,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3168,BeeP-11-2013_NODE_6328_length_638_cov_1_454545,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3169,BeeP-11-2013_NODE_6330_length_638_cov_1_028520,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3170,BeeP-11-2013_NODE_6335_length_637_cov_4_800000,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3171,BeeP-11-2013_NODE_6346_length_637_cov_1_610714,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3172,BeeP-11-2013_NODE_6355_length_636_cov_1_971377,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3173,BeeP-11-2013_NODE_6358_length_636_cov_1_819320,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3174,BeeP-11-2013_NODE_6364_length_635_cov_5_537634,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3175,BeeP-11-2013_NODE_6367_length_635_cov_4_084229,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3176,BeeP-11-2013_NODE_6382_length_635_cov_1_431900,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3177,BeeP-11-2013_NODE_6387_length_634_cov_4_165171,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3179,BeeP-11-2013_NODE_6395_length_634_cov_2_159785,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3180,BeeP-11-2013_NODE_6397_length_634_cov_1_671454,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3181,BeeP-11-2013_NODE_639_length_2380_cov_3_273556,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3182,BeeP-11-2013_NODE_63_length_12887_cov_17_311085,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3184,BeeP-11-2013_NODE_6408_length_633_cov_3_151079,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3185,BeeP-11-2013_NODE_640_length_2374_cov_6_364824,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3186,BeeP-11-2013_NODE_6411_length_633_cov_2_161871,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3187,BeeP-11-2013_NODE_6418_length_633_cov_1_830935,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3188,BeeP-11-2013_NODE_6419_length_633_cov_1_820144,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3189,BeeP-11-2013_NODE_6421_length_633_cov_1_496403,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3190,BeeP-11-2013_NODE_6429_length_632_cov_3_823423,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3191,BeeP-11-2013_NODE_642_length_2369_cov_8_392234,Unassigned,Unassigned,Unassigned,,Overlap (VC_51/VC_139),,,,,,,,,,
3192,BeeP-11-2013_NODE_6433_length_632_cov_3_102703,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3193,BeeP-11-2013_NODE_6435_length_632_cov_2_619820,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3194,BeeP-11-2013_NODE_6436_length_632_cov_2_538739,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3195,BeeP-11-2013_NODE_6443_length_632_cov_1_493694,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3197,BeeP-11-2013_NODE_6453_length_631_cov_3_440433,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3199,BeeP-11-2013_NODE_6468_length_631_cov_2_164260,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3201,BeeP-11-2013_NODE_6483_length_630_cov_2_216998,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3202,BeeP-11-2013_NODE_6494_length_630_cov_1_385172,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3203,BeeP-11-2013_NODE_6497_length_630_cov_0_848101,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3204,BeeP-11-2013_NODE_649_length_2355_cov_4_633011,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3206,BeeP-11-2013_NODE_650_length_2352_cov_9_153846,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3207,BeeP-11-2013_NODE_6510_length_629_cov_1_896739,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3209,BeeP-11-2013_NODE_6515_length_629_cov_1_204710,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3210,BeeP-11-2013_NODE_6519_length_628_cov_3_760436,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3211,BeeP-11-2013_NODE_651_length_2352_cov_7_091429,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3212,BeeP-11-2013_NODE_6522_length_628_cov_3_136116,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3213,BeeP-11-2013_NODE_6524_length_628_cov_2_529946,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3214,BeeP-11-2013_NODE_6525_length_628_cov_1_638838,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3215,BeeP-11-2013_NODE_6528_length_628_cov_1_397459,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3216,BeeP-11-2013_NODE_652_length_2352_cov_5_152527,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3217,BeeP-11-2013_NODE_6537_length_627_cov_3_629091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3219,BeeP-11-2013_NODE_654_length_2346_cov_4_098281,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3220,BeeP-11-2013_NODE_6560_length_626_cov_5_479053,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3221,BeeP-11-2013_NODE_6564_length_626_cov_4_444444,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3222,BeeP-11-2013_NODE_656_length_2343_cov_14_748455,Unassigned,Unassigned,Unassigned,,Overlap (VC_462/VC_546),,,,,,,,,,
3223,BeeP-11-2013_NODE_6570_length_626_cov_2_706740,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3224,BeeP-11-2013_NODE_6575_length_626_cov_2_187614,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3225,BeeP-11-2013_NODE_6576_length_626_cov_1_861566,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3226,BeeP-11-2013_NODE_657_length_2342_cov_9_038411,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3227,BeeP-11-2013_NODE_6580_length_626_cov_1_526412,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3228,BeeP-11-2013_NODE_6589_length_625_cov_2_388686,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3229,BeeP-11-2013_NODE_658_length_2341_cov_6_195230,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3230,BeeP-11-2013_NODE_6590_length_625_cov_2_043796,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3231,BeeP-11-2013_NODE_6593_length_625_cov_1_374088,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3232,BeeP-11-2013_NODE_6597_length_624_cov_4_574040,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3233,BeeP-11-2013_NODE_6598_length_624_cov_4_135283,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3234,BeeP-11-2013_NODE_659_length_2336_cov_5_895529,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3236,BeeP-11-2013_NODE_6600_length_624_cov_3_961609,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3238,BeeP-11-2013_NODE_6611_length_624_cov_1_923218,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3239,BeeP-11-2013_NODE_6612_length_624_cov_1_789762,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3240,BeeP-11-2013_NODE_6624_length_623_cov_3_419414,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3241,BeeP-11-2013_NODE_6626_length_623_cov_2_913919,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3243,BeeP-11-2013_NODE_6637_length_623_cov_2_007326,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3244,BeeP-11-2013_NODE_663_length_2331_cov_5_246229,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3245,BeeP-11-2013_NODE_6645_length_623_cov_1_064103,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3246,BeeP-11-2013_NODE_6663_length_622_cov_1_339450,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3247,BeeP-11-2013_NODE_6666_length_621_cov_6_711397,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3248,BeeP-11-2013_NODE_6667_length_621_cov_4_454044,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3249,BeeP-11-2013_NODE_666_length_2325_cov_16_646352,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3251,BeeP-11-2013_NODE_6676_length_621_cov_2_639706,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3252,BeeP-11-2013_NODE_6683_length_621_cov_1_865809,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3253,BeeP-11-2013_NODE_6688_length_621_cov_0_944853,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3254,BeeP-11-2013_NODE_6696_length_620_cov_2_906077,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3255,BeeP-11-2013_NODE_6698_length_620_cov_2_823204,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3256,BeeP-11-2013_NODE_66_length_12420_cov_71_511383,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
3257,BeeP-11-2013_NODE_6702_length_620_cov_2_237569,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3258,BeeP-11-2013_NODE_6710_length_620_cov_1_508287,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3259,BeeP-11-2013_NODE_6717_length_619_cov_4_601476,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3260,BeeP-11-2013_NODE_6725_length_619_cov_2_738007,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3263,BeeP-11-2013_NODE_6729_length_619_cov_2_398524,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3264,BeeP-11-2013_NODE_6743_length_618_cov_2_463956,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3265,BeeP-11-2013_NODE_674_length_2308_cov_8_073958,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3266,BeeP-11-2013_NODE_6754_length_618_cov_1_042514,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3267,BeeP-11-2013_NODE_6756_length_617_cov_5_955556,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3268,BeeP-11-2013_NODE_675_length_2308_cov_4_163604,Unassigned,Unassigned,Unassigned,,Overlap (VC_263/VC_264),,,,,,,,,,
3269,BeeP-11-2013_NODE_6760_length_617_cov_3_279630,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3270,BeeP-11-2013_NODE_6761_length_617_cov_3_181481,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3271,BeeP-11-2013_NODE_6767_length_617_cov_2_581481,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3272,BeeP-11-2013_NODE_676_length_2302_cov_4_266517,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3275,BeeP-11-2013_NODE_6794_length_616_cov_1_771800,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3276,BeeP-11-2013_NODE_67_length_12287_cov_48_102621,Unassigned,Unassigned,Unassigned,,Overlap (VC_55/VC_263),,,,,,,,,,
3278,BeeP-11-2013_NODE_6815_length_615_cov_1_704461,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3279,BeeP-11-2013_NODE_6818_length_615_cov_1_436803,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3280,BeeP-11-2013_NODE_6825_length_614_cov_2_651769,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3281,BeeP-11-2013_NODE_6836_length_614_cov_1_590317,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3282,BeeP-11-2013_NODE_6837_length_614_cov_1_527002,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3283,BeeP-11-2013_NODE_6843_length_613_cov_4_486940,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3284,BeeP-11-2013_NODE_6846_length_613_cov_3_445896,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3285,BeeP-11-2013_NODE_6854_length_613_cov_1_973881,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3286,BeeP-11-2013_NODE_6860_length_613_cov_1_701493,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3287,BeeP-11-2013_NODE_6861_length_613_cov_1_619403,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3288,BeeP-11-2013_NODE_6864_length_613_cov_1_333955,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3289,BeeP-11-2013_NODE_6867_length_612_cov_4_601869,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3290,BeeP-11-2013_NODE_686_length_2277_cov_5_814091,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3291,BeeP-11-2013_NODE_6875_length_612_cov_2_003738,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3292,BeeP-11-2013_NODE_6877_length_612_cov_1_882243,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3293,BeeP-11-2013_NODE_687_length_2271_cov_5_753874,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3294,BeeP-11-2013_NODE_6884_length_612_cov_1_355140,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3295,BeeP-11-2013_NODE_6885_length_612_cov_1_327103,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3296,BeeP-11-2013_NODE_6892_length_611_cov_3_234082,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3298,BeeP-11-2013_NODE_6907_length_611_cov_1_282772,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3299,BeeP-11-2013_NODE_690_length_2254_cov_4_601286,Unassigned,Unassigned,Unassigned,,Overlap (VC_41/VC_518),,,,,,,,,,
3300,BeeP-11-2013_NODE_6910_length_610_cov_3_712946,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3301,BeeP-11-2013_NODE_6924_length_610_cov_1_499062,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3302,BeeP-11-2013_NODE_6928_length_610_cov_1_317073,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3303,BeeP-11-2013_NODE_692_length_2251_cov_16_841766,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3305,BeeP-11-2013_NODE_6946_length_609_cov_1_979323,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3306,BeeP-11-2013_NODE_694_length_2247_cov_3_858065,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3307,BeeP-11-2013_NODE_6965_length_608_cov_2_598870,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3308,BeeP-11-2013_NODE_6974_length_607_cov_6_703774,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3309,BeeP-11-2013_NODE_6975_length_607_cov_4_796226,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3310,BeeP-11-2013_NODE_6976_length_607_cov_3_754717,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3312,BeeP-11-2013_NODE_6984_length_607_cov_2_005660,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3313,BeeP-11-2013_NODE_698_length_2245_cov_7_656365,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3314,BeeP-11-2013_NODE_6992_length_607_cov_1_571698,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3315,BeeP-11-2013_NODE_699_length_2245_cov_3_728321,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3318,BeeP-11-2013_NODE_7000_length_607_cov_1_071698,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3320,BeeP-11-2013_NODE_7006_length_606_cov_5_349716,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3322,BeeP-11-2013_NODE_7013_length_606_cov_2_729679,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3323,BeeP-11-2013_NODE_7016_length_606_cov_2_003781,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3324,BeeP-11-2013_NODE_701_length_2241_cov_9_664972,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3325,BeeP-11-2013_NODE_7020_length_606_cov_1_646503,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3326,BeeP-11-2013_NODE_7027_length_606_cov_0_979206,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3327,BeeP-11-2013_NODE_7033_length_605_cov_2_441288,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3328,BeeP-11-2013_NODE_7039_length_605_cov_1_886364,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3329,BeeP-11-2013_NODE_7047_length_605_cov_1_104167,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3330,BeeP-11-2013_NODE_704_length_2234_cov_3_531293,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3331,BeeP-11-2013_NODE_7053_length_604_cov_5_039848,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3332,BeeP-11-2013_NODE_7059_length_604_cov_2_079696,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3333,BeeP-11-2013_NODE_705_length_2232_cov_6_945244,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3334,BeeP-11-2013_NODE_7061_length_604_cov_2_068311,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3335,BeeP-11-2013_NODE_7063_length_604_cov_2_058824,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3336,BeeP-11-2013_NODE_7066_length_604_cov_1_789374,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3337,BeeP-11-2013_NODE_7068_length_604_cov_1_743833,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3338,BeeP-11-2013_NODE_7069_length_604_cov_1_662239,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3339,BeeP-11-2013_NODE_706_length_2231_cov_6_099814,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3340,BeeP-11-2013_NODE_7074_length_604_cov_1_261860,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3341,BeeP-11-2013_NODE_7084_length_603_cov_1_906844,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3343,BeeP-11-2013_NODE_7095_length_602_cov_4_017143,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3344,BeeP-11-2013_NODE_7096_length_602_cov_3_960000,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3346,BeeP-11-2013_NODE_7100_length_602_cov_2_700952,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3347,BeeP-11-2013_NODE_7103_length_602_cov_2_481905,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3348,BeeP-11-2013_NODE_7109_length_602_cov_1_980952,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3349,BeeP-11-2013_NODE_7110_length_602_cov_1_893333,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3350,BeeP-11-2013_NODE_7124_length_601_cov_2_982824,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3351,BeeP-11-2013_NODE_7126_length_601_cov_2_746183,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3352,BeeP-11-2013_NODE_7128_length_601_cov_2_650763,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3353,BeeP-11-2013_NODE_7131_length_601_cov_2_082061,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3354,BeeP-11-2013_NODE_714_length_2220_cov_8_166122,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3355,BeeP-11-2013_NODE_7158_length_600_cov_1_957935,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3356,BeeP-11-2013_NODE_715_length_2219_cov_3_716153,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3357,BeeP-11-2013_NODE_7170_length_600_cov_1_269598,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3358,BeeP-11-2013_NODE_7185_length_599_cov_2_674330,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3359,BeeP-11-2013_NODE_7189_length_599_cov_2_344828,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3360,BeeP-11-2013_NODE_7194_length_599_cov_1_693487,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
3361,BeeP-11-2013_NODE_71_length_11668_cov_13_552325,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
3362,BeeP-11-2013_NODE_7201_length_598_cov_4_485605,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
