,Group
BeeP-37-2013_NODE_540_length_937_cov_4_270930,Low coverage
BeeP-37-2013_NODE_546_length_933_cov_4_147196,Low coverage
BeeP-37-2013_NODE_560_length_916_cov_3_251490,Low coverage
BeeP-37-2013_NODE_576_length_906_cov_1_811821,Low coverage
BeeP-37-2013_NODE_593_length_886_cov_1_991347,Low coverage
BeeP-37-2013_NODE_596_length_883_cov_1_163772,Low coverage
BeeP-37-2013_NODE_623_length_863_cov_4_395674,High coverage
BeeP-37-2013_NODE_635_length_848_cov_3_667964,High coverage
BeeP-37-2013_NODE_639_length_847_cov_3_920779,Low coverage
BeeP-37-2013_NODE_640_length_843_cov_2_079634,Low coverage
BeeP-37-2013_NODE_643_length_841_cov_6_595550,Low coverage
BeeP-37-2013_NODE_647_length_838_cov_3_591327,Low coverage
BeeP-37-2013_NODE_650_length_835_cov_1_828496,Low coverage
BeeP-37-2013_NODE_673_length_820_cov_1_532974,Low coverage
BeeP-37-2013_NODE_674_length_819_cov_3_144205,Low coverage
BeeP-37-2013_NODE_677_length_818_cov_4_437247,Low coverage
BeeP-37-2013_NODE_690_length_812_cov_4_038095,Low coverage
BeeP-37-2013_NODE_695_length_810_cov_8_851296,High coverage
BeeP-37-2013_NODE_713_length_801_cov_1_408840,Low coverage
BeeP-37-2013_NODE_714_length_800_cov_3_316736,Low coverage
BeeP-37-2013_NODE_718_length_798_cov_8_009709,Low coverage
BeeP-37-2013_NODE_727_length_793_cov_3_632682,Low coverage
BeeP-37-2013_NODE_746_length_783_cov_4_351275,Low coverage
BeeP-37-2013_NODE_782_length_767_cov_2_713043,High coverage
BeeP-37-2013_NODE_795_length_761_cov_2_305556,High coverage
BeeP-37-2013_NODE_797_length_759_cov_5_253666,Low coverage
BeeP-37-2013_NODE_802_length_756_cov_1_920471,Low coverage
BeeP-37-2013_NODE_831_length_742_cov_2_387970,Low coverage
BeeP-37-2013_NODE_849_length_734_cov_2_678843,Low coverage
BeeP-37-2013_NODE_856_length_732_cov_3_683969,Low coverage
BeeP-37-2013_NODE_858_length_732_cov_3_262595,Low coverage
BeeP-37-2013_NODE_862_length_729_cov_1_796012,Low coverage
BeeP-37-2013_NODE_864_length_728_cov_3_331797,Low coverage
BeeP-37-2013_NODE_868_length_727_cov_2_200000,Low coverage
BeeP-37-2013_NODE_875_length_724_cov_5_027821,Low coverage
BeeP-37-2013_NODE_900_length_716_cov_2_402191,Low coverage
BeeP-37-2013_NODE_910_length_713_cov_1_334906,High coverage
BeeP-37-2013_NODE_940_length_699_cov_7_514469,Low coverage
BeeP-37-2013_NODE_942_length_699_cov_3_659164,High coverage
BeeP-37-2013_NODE_953_length_697_cov_1_301613,Low coverage
BeeP-37-2013_NODE_959_length_694_cov_2_385737,Low coverage
BeeP-37-2013_NODE_985_length_686_cov_1_740558,Low coverage
BeeP-37-2013_NODE_1024_length_673_cov_8_389262,Low coverage
BeeP-37-2013_NODE_1031_length_672_cov_2_564706,Low coverage
BeeP-37-2013_NODE_1042_length_669_cov_2_248311,Low coverage
BeeP-37-2013_NODE_1049_length_666_cov_3_947368,Low coverage
BeeP-37-2013_NODE_1086_length_656_cov_2_588946,High coverage
BeeP-37-2013_NODE_1136_length_645_cov_2_911972,Low coverage
BeeP-37-2013_NODE_1145_length_643_cov_7_968198,Low coverage
BeeP-37-2013_NODE_1158_length_640_cov_4_067496,Low coverage
BeeP-37-2013_NODE_1168_length_639_cov_4_565836,Low coverage
BeeP-37-2013_NODE_1215_length_630_cov_2_045208,Low coverage
BeeP-37-2013_NODE_1259_length_620_cov_4_206262,Low coverage
BeeP-37-2013_NODE_1286_length_615_cov_2_451673,Low coverage
BeeP-37-2013_NODE_1354_length_601_cov_2_822519,Low coverage
BeeP-37-2013_NODE_1355_length_601_cov_2_704198,Low coverage
BeeP-37-2013_NODE_1358_length_601_cov_1_654580,Low coverage
BeeP-37-2013_NODE_1376_length_597_cov_5_853846,Low coverage
BeeP-37-2013_NODE_1403_length_594_cov_1_758221,Low coverage
BeeP-37-2013_NODE_1410_length_592_cov_3_563107,Low coverage
BeeP-37-2013_NODE_1420_length_590_cov_3_923977,High coverage
BeeP-37-2013_NODE_1495_length_579_cov_2_446215,Low coverage
BeeP-37-2013_NODE_1512_length_576_cov_2_374749,Low coverage
BeeP-37-2013_NODE_1518_length_575_cov_3_365462,Low coverage
BeeP-37-2013_NODE_1526_length_574_cov_1_563380,Low coverage
BeeP-37-2013_NODE_1538_length_571_cov_1_042510,Low coverage
BeeP-37-2013_NODE_1598_length_561_cov_4_016529,High coverage
BeeP-37-2013_NODE_1618_length_559_cov_1_771784,Low coverage
BeeP-37-2013_NODE_1742_length_540_cov_2_799136,Low coverage
BeeP-37-2013_NODE_1749_length_539_cov_1_259740,Low coverage
BeeP-37-2013_NODE_1774_length_535_cov_5_631004,Low coverage
BeeP-37-2013_NODE_1783_length_535_cov_1_432314,Low coverage
BeeP-37-2013_NODE_1801_length_533_cov_2_337719,Low coverage
BeeP-37-2013_NODE_1858_length_527_cov_2_757778,Low coverage
BeeP-37-2013_NODE_1885_length_524_cov_1_953020,Low coverage
BeeP-37-2013_NODE_1918_length_519_cov_1_721719,Low coverage
BeeP-37-2013_NODE_1962_length_514_cov_3_068650,High coverage
BeeP-37-2013_NODE_2016_length_508_cov_7_301624,High coverage
BeeP-37-2013_NODE_2061_length_504_cov_2_407494,Low coverage
BeeP-38-2013_NODE_1_length_47472_cov_756_510180,High modularity 0
BeeP-38-2013_NODE_2_length_19588_cov_27_430526,High modularity 2
BeeP-38-2013_NODE_3_length_17236_cov_13_185209,High modularity 2
BeeP-38-2013_NODE_5_length_9175_cov_6_479226,High coverage
BeeP-38-2013_NODE_6_length_7660_cov_6_359356,High coverage
BeeP-38-2013_NODE_8_length_6967_cov_14_342525,High coverage
BeeP-38-2013_NODE_9_length_6562_cov_19_069082,High coverage
BeeP-38-2013_NODE_10_length_5804_cov_31_211978,High coverage
BeeP-38-2013_NODE_17_length_3265_cov_11_427854,High coverage
BeeP-38-2013_NODE_52_length_1431_cov_3_439439,Low coverage
BeeP-38-2013_NODE_83_length_1133_cov_11_842803,High coverage
BeeP-38-2013_NODE_114_length_907_cov_1_249398,High coverage
BeeP-38-2013_NODE_293_length_543_cov_1_298283,Low coverage
BeeP-39-2013_NODE_11_length_2731_cov_4_241145,High coverage
BeeP-39-2013_NODE_39_length_1479_cov_4_045649,High coverage
BeeP-39-2013_NODE_187_length_562_cov_1_237113,Low coverage
BeeP-40-2013_NODE_1_length_35804_cov_20_796932,High modularity 2
BeeP-40-2013_NODE_2_length_22889_cov_16_754778,High modularity 2
BeeP-40-2013_NODE_3_length_15100_cov_12_750183,High modularity 2
BeeP-40-2013_NODE_4_length_11741_cov_15_922068,High modularity 2
BeeP-40-2013_NODE_5_length_8924_cov_11_777326,High coverage
BeeP-40-2013_NODE_6_length_8648_cov_17_423521,High coverage
BeeP-40-2013_NODE_7_length_8325_cov_15_108632,High coverage
BeeP-40-2013_NODE_8_length_7519_cov_17_033190,High coverage
BeeP-40-2013_NODE_12_length_4719_cov_10_172555,High coverage
BeeP-40-2013_NODE_13_length_4395_cov_13_381427,High coverage
BeeP-40-2013_NODE_16_length_4186_cov_18_066196,High coverage
BeeP-40-2013_NODE_24_length_2448_cov_12_017714,High coverage
BeeP-40-2013_NODE_118_length_714_cov_2_888540,Low coverage
BeeP-40-2013_NODE_197_length_543_cov_5_287554,High coverage
BeeP-41-2013_NODE_1_length_8415_cov_13_936076,High coverage
BeeP-41-2013_NODE_3_length_3510_cov_8_468686,High coverage
BeeP-41-2013_NODE_5_length_2723_cov_5_470144,High coverage
BeeP-41-2013_NODE_11_length_1883_cov_5_418605,High coverage
BeeP-42-2013_NODE_129_length_515_cov_1_038813,High coverage
BeeP-43-2013_NODE_2_length_4729_cov_13_984308,High coverage
BeeP-43-2013_NODE_91_length_832_cov_3_520530,High coverage
BeeP-43-2013_NODE_117_length_764_cov_1_949054,High coverage
BeeP-43-2013_NODE_129_length_742_cov_1_064662,High coverage
BeeP-43-2013_NODE_144_length_701_cov_1_261218,High coverage
BeeP-43-2013_NODE_183_length_626_cov_1_087432,Low coverage
BeeP-43-2013_NODE_191_length_615_cov_1_462825,High coverage
BeeP-43-2013_NODE_240_length_554_cov_4_119497,High coverage
BeeP-43-2013_NODE_283_length_506_cov_2_580420,High coverage
BeeP-44-2013_NODE_3_length_9437_cov_20_662714,High coverage
BeeP-44-2013_NODE_4_length_9254_cov_9_540155,High coverage
BeeP-44-2013_NODE_8_length_6564_cov_21_420996,High coverage
BeeP-44-2013_NODE_12_length_5058_cov_29_109617,High coverage
BeeP-44-2013_NODE_19_length_4229_cov_21_567197,High coverage
BeeP-44-2013_NODE_22_length_3881_cov_6_913249,Low coverage
BeeP-44-2013_NODE_23_length_3880_cov_8_615041,High coverage
BeeP-44-2013_NODE_25_length_3775_cov_11_648999,High coverage
BeeP-44-2013_NODE_32_length_3327_cov_7_245231,Low coverage
BeeP-44-2013_NODE_44_length_2828_cov_14_051981,High coverage
BeeP-44-2013_NODE_46_length_2811_cov_3_750914,Low coverage
BeeP-44-2013_NODE_51_length_2667_cov_5_685328,Low coverage
BeeP-44-2013_NODE_54_length_2613_cov_5_416798,Low coverage
BeeP-44-2013_NODE_60_length_2425_cov_5_758944,Low coverage
BeeP-44-2013_NODE_65_length_2352_cov_5_299780,Low coverage
BeeP-44-2013_NODE_67_length_2345_cov_3_634921,Low coverage
BeeP-44-2013_NODE_68_length_2344_cov_6_379356,Low coverage
BeeP-44-2013_NODE_70_length_2293_cov_15_680505,High coverage
BeeP-44-2013_NODE_73_length_2220_cov_2_816612,Low coverage
BeeP-44-2013_NODE_75_length_2200_cov_7_447951,Low coverage
BeeP-44-2013_NODE_79_length_2150_cov_3_408104,Low coverage
BeeP-44-2013_NODE_81_length_2124_cov_4_120176,Low coverage
BeeP-44-2013_NODE_96_length_1939_cov_3_972610,Low coverage
BeeP-44-2013_NODE_100_length_1899_cov_5_038968,Low coverage
BeeP-44-2013_NODE_115_length_1798_cov_8_000581,Low coverage
BeeP-44-2013_NODE_118_length_1778_cov_2_277484,Low coverage
BeeP-44-2013_NODE_125_length_1753_cov_8_683174,High coverage
BeeP-44-2013_NODE_128_length_1740_cov_3_769092,Low coverage
BeeP-44-2013_NODE_148_length_1603_cov_2_439712,Low coverage
BeeP-44-2013_NODE_161_length_1532_cov_3_989691,Low coverage
BeeP-44-2013_NODE_174_length_1475_cov_5_368383,Low coverage
BeeP-44-2013_NODE_191_length_1428_cov_7_017765,Low coverage
BeeP-44-2013_NODE_212_length_1363_cov_4_017885,Low coverage
BeeP-44-2013_NODE_214_length_1345_cov_4_793375,Low coverage
BeeP-44-2013_NODE_218_length_1330_cov_2_479649,Low coverage
BeeP-44-2013_NODE_255_length_1234_cov_2_389801,Low coverage
BeeP-44-2013_NODE_259_length_1204_cov_1_409051,Low coverage
BeeP-44-2013_NODE_263_length_1190_cov_2_618149,Low coverage
BeeP-44-2013_NODE_282_length_1128_cov_4_390105,Low coverage
BeeP-44-2013_NODE_294_length_1093_cov_2_500984,Low coverage
BeeP-44-2013_NODE_309_length_1053_cov_2_336066,Low coverage
BeeP-44-2013_NODE_330_length_981_cov_5_590708,Low coverage
BeeP-44-2013_NODE_353_length_957_cov_4_720455,Low coverage
BeeP-44-2013_NODE_363_length_947_cov_2_504598,Low coverage
BeeP-44-2013_NODE_365_length_945_cov_1_048387,Low coverage
BeeP-44-2013_NODE_377_length_931_cov_3_100703,Low coverage
BeeP-44-2013_NODE_379_length_928_cov_3_954172,Low coverage
BeeP-44-2013_NODE_416_length_889_cov_2_306650,Low coverage
BeeP-44-2013_NODE_437_length_872_cov_1_566038,Low coverage
BeeP-44-2013_NODE_506_length_806_cov_3_256516,Low coverage
BeeP-44-2013_NODE_525_length_782_cov_1_974468,Low coverage
BeeP-44-2013_NODE_538_length_771_cov_3_214697,High coverage
BeeP-44-2013_NODE_568_length_753_cov_4_511834,Low coverage
BeeP-44-2013_NODE_582_length_745_cov_1_949102,Low coverage
BeeP-44-2013_NODE_586_length_742_cov_1_090226,Low coverage
BeeP-44-2013_NODE_603_length_727_cov_3_387692,High coverage
BeeP-44-2013_NODE_610_length_723_cov_2_741486,Low coverage
BeeP-44-2013_NODE_643_length_701_cov_1_623397,Low coverage
BeeP-44-2013_NODE_671_length_686_cov_5_257800,Low coverage
BeeP-44-2013_NODE_680_length_684_cov_1_499176,Low coverage
BeeP-44-2013_NODE_688_length_681_cov_1_932119,Low coverage
BeeP-44-2013_NODE_696_length_676_cov_1_140234,Low coverage
BeeP-44-2013_NODE_715_length_669_cov_1_949324,Low coverage
BeeP-44-2013_NODE_739_length_656_cov_0_727116,Low coverage
BeeP-44-2013_NODE_748_length_648_cov_3_684764,Low coverage
BeeP-44-2013_NODE_794_length_628_cov_4_346642,Low coverage
BeeP-44-2013_NODE_796_length_628_cov_1_566243,Low coverage
BeeP-44-2013_NODE_823_length_618_cov_2_534196,Low coverage
BeeP-44-2013_NODE_829_length_618_cov_0_974122,Low coverage
BeeP-44-2013_NODE_935_length_582_cov_1_665347,Low coverage
BeeP-44-2013_NODE_936_length_582_cov_1_611881,Low coverage
BeeP-44-2013_NODE_971_length_572_cov_3_959596,Low coverage
BeeP-44-2013_NODE_1005_length_563_cov_2_238683,Low coverage
BeeP-44-2013_NODE_1024_length_559_cov_1_564315,Low coverage
BeeP-44-2013_NODE_1051_length_552_cov_0_932632,Low coverage
BeeP-44-2013_NODE_1057_length_550_cov_1_302326,Low coverage
BeeP-44-2013_NODE_1072_length_546_cov_1_294243,Low coverage
BeeP-44-2013_NODE_1078_length_545_cov_1_591880,Low coverage
BeeP-44-2013_NODE_1084_length_544_cov_1_790150,Low coverage
BeeP-44-2013_NODE_1106_length_539_cov_1_348485,Low coverage
BeeP-44-2013_NODE_1117_length_537_cov_1_617391,Low coverage
BeeP-44-2013_NODE_1138_length_532_cov_1_397802,Low coverage
BeeP-44-2013_NODE_1146_length_531_cov_0_814978,Low coverage
BeeP-44-2013_NODE_1149_length_530_cov_1_136865,Low coverage
BeeP-44-2013_NODE_1155_length_529_cov_2_539823,Low coverage
BeeP-44-2013_NODE_1157_length_529_cov_1_241150,High coverage
BeeP-44-2013_NODE_1175_length_525_cov_1_122768,Low coverage
BeeP-44-2013_NODE_1197_length_521_cov_3_049550,Low coverage
BeeP-44-2013_NODE_1215_length_519_cov_2_398190,Low coverage
BeeP-44-2013_NODE_1247_length_513_cov_2_011468,Low coverage
BeeP-44-2013_NODE_1289_length_506_cov_1_606061,Low coverage
BeeP-44-2013_NODE_1297_length_505_cov_1_488318,Low coverage
BeeP-44-2013_NODE_1308_length_503_cov_1_774648,Low coverage
BeeP-44-2013_NODE_1312_length_502_cov_2_291765,Low coverage
BeeP-44-2013_NODE_1315_length_502_cov_1_402353,Low coverage
BeeP-45-2013_NODE_1_length_31866_cov_26_676051,High modularity 0
BeeP-45-2013_NODE_2_length_27560_cov_75_850817,High modularity 2
BeeP-45-2013_NODE_5_length_5960_cov_9_520823,High coverage
BeeP-45-2013_NODE_8_length_4746_cov_10_188263,High coverage
BeeP-45-2013_NODE_9_length_4582_cov_16_247059,High coverage
BeeP-45-2013_NODE_16_length_3696_cov_8_265819,High coverage
BeeP-45-2013_NODE_20_length_3372_cov_2_558725,Low coverage
BeeP-45-2013_NODE_30_length_2821_cov_5_446064,Low coverage
BeeP-45-2013_NODE_31_length_2748_cov_8_258330,High coverage
BeeP-45-2013_NODE_33_length_2644_cov_9_546942,High coverage
BeeP-45-2013_NODE_35_length_2488_cov_6_969307,High coverage
BeeP-45-2013_NODE_36_length_2487_cov_12_212033,High coverage
BeeP-45-2013_NODE_40_length_2372_cov_10_419172,High coverage
BeeP-45-2013_NODE_43_length_2302_cov_7_641348,High coverage
BeeP-45-2013_NODE_73_length_1533_cov_3_316621,Low coverage
BeeP-45-2013_NODE_99_length_1298_cov_13_941032,High coverage
BeeP-45-2013_NODE_311_length_580_cov_2_914513,Low coverage
BeeP-45-2013_NODE_326_length_570_cov_1_898580,Low coverage
BeeP-45-2013_NODE_335_length_558_cov_2_239085,Low coverage
BeeP-45-2013_NODE_389_length_519_cov_1_841629,Low coverage
BeeP-46-2013_NODE_10_length_2729_cov_7_328054,High coverage
BeeP-46-2013_NODE_17_length_1629_cov_8_154639,High coverage
BeeP-46-2013_NODE_92_length_506_cov_1_212121,High coverage
BeeP-47-2013_NODE_2_length_14142_cov_93_536438,High modularity 2
BeeP-47-2013_NODE_6_length_7375_cov_22_857632,High coverage
BeeP-47-2013_NODE_7_length_6207_cov_78_673899,High coverage
BeeP-47-2013_NODE_14_length_4062_cov_10_046675,Low coverage
BeeP-47-2013_NODE_33_length_2906_cov_8_674090,Low coverage
BeeP-47-2013_NODE_35_length_2844_cov_6_648356,Low coverage
BeeP-47-2013_NODE_39_length_2538_cov_5_797643,High coverage
BeeP-47-2013_NODE_43_length_2473_cov_8_580968,Low coverage
BeeP-47-2013_NODE_84_length_1622_cov_8_125566,Low coverage
BeeP-47-2013_NODE_148_length_1245_cov_6_044521,Low coverage
BeeP-47-2013_NODE_167_length_1158_cov_4_803885,High coverage
BeeP-47-2013_NODE_187_length_1102_cov_4_082927,High coverage
BeeP-47-2013_NODE_193_length_1086_cov_58_336967,High coverage
BeeP-47-2013_NODE_195_length_1084_cov_2_165839,Low coverage
BeeP-47-2013_NODE_217_length_1030_cov_10_080797,High coverage
BeeP-47-2013_NODE_219_length_1028_cov_7_908517,High coverage
BeeP-47-2013_NODE_274_length_935_cov_2_862471,Low coverage
BeeP-47-2013_NODE_320_length_846_cov_6_945384,Low coverage
BeeP-47-2013_NODE_340_length_820_cov_2_049798,Low coverage
BeeP-47-2013_NODE_389_length_774_cov_4_879484,Low coverage
BeeP-47-2013_NODE_425_length_741_cov_2_305723,Low coverage
BeeP-47-2013_NODE_435_length_732_cov_3_016794,Low coverage
BeeP-47-2013_NODE_438_length_730_cov_6_906585,Low coverage
BeeP-47-2013_NODE_460_length_712_cov_3_855118,Low coverage
BeeP-47-2013_NODE_520_length_668_cov_2_854484,Low coverage
BeeP-47-2013_NODE_540_length_655_cov_2_148789,Low coverage
BeeP-47-2013_NODE_565_length_636_cov_9_361360,Low coverage
BeeP-47-2013_NODE_611_length_609_cov_2_571429,Low coverage
BeeP-47-2013_NODE_657_length_585_cov_3_907480,Low coverage
BeeP-47-2013_NODE_698_length_565_cov_4_331967,Low coverage
BeeP-47-2013_NODE_735_length_552_cov_3_568421,High coverage
BeeP-48-2013_NODE_1_length_60809_cov_188_714631,High modularity 0
BeeP-48-2013_NODE_2_length_34162_cov_18_012674,High modularity 0
BeeP-48-2013_NODE_6_length_5391_cov_7_031426,High coverage
BeeP-48-2013_NODE_7_length_5191_cov_4_765350,High coverage
BeeP-48-2013_NODE_28_length_2008_cov_5_012947,High coverage
BeeP-48-2013_NODE_90_length_1120_cov_4_774688,High coverage
BeeP-48-2013_NODE_229_length_685_cov_2_090461,Low coverage
BeeP-49-2013_NODE_1_length_137464_cov_264_909103,High modularity 2
BeeP-49-2013_NODE_3_length_24640_cov_32_121524,High modularity 2
BeeP-49-2013_NODE_4_length_20091_cov_28_633107,High modularity 2
BeeP-49-2013_NODE_7_length_16289_cov_58_100234,High modularity 2
BeeP-49-2013_NODE_12_length_13086_cov_35_861096,High modularity 2
BeeP-49-2013_NODE_13_length_12216_cov_205_261883,High modularity 2
BeeP-49-2013_NODE_14_length_10811_cov_13_991895,High modularity 2
BeeP-49-2013_NODE_15_length_10495_cov_12_931753,High modularity 2
BeeP-49-2013_NODE_17_length_10143_cov_15_456487,High modularity 2
BeeP-49-2013_NODE_18_length_8657_cov_38_129487,Low coverage
BeeP-49-2013_NODE_20_length_8038_cov_16_068333,Low coverage
BeeP-49-2013_NODE_21_length_7817_cov_31_461370,Low coverage
BeeP-49-2013_NODE_22_length_7211_cov_9_997617,Low coverage
BeeP-49-2013_NODE_24_length_6722_cov_9_818962,Low coverage
BeeP-49-2013_NODE_29_length_5954_cov_12_345074,Low coverage
BeeP-49-2013_NODE_30_length_5920_cov_21_985966,High coverage
BeeP-49-2013_NODE_31_length_5730_cov_15_799929,High coverage
BeeP-49-2013_NODE_32_length_5541_cov_12_024158,Low coverage
BeeP-49-2013_NODE_36_length_5379_cov_15_364014,Low coverage
BeeP-49-2013_NODE_39_length_5114_cov_13_276951,Low coverage
BeeP-49-2013_NODE_40_length_4940_cov_7_333950,Low coverage
BeeP-49-2013_NODE_42_length_4920_cov_11_144745,Low coverage
BeeP-49-2013_NODE_43_length_4815_cov_13_173280,Low coverage
BeeP-49-2013_NODE_44_length_4655_cov_16_738532,High coverage
BeeP-49-2013_NODE_46_length_4568_cov_7_926965,Low coverage
BeeP-49-2013_NODE_49_length_4505_cov_21_104336,Low coverage
BeeP-49-2013_NODE_50_length_4447_cov_11_230206,Low coverage
BeeP-49-2013_NODE_52_length_4382_cov_5_950058,Low coverage
BeeP-49-2013_NODE_59_length_4134_cov_11_299729,Low coverage
BeeP-49-2013_NODE_68_length_3917_cov_6_621615,Low coverage
BeeP-49-2013_NODE_73_length_3767_cov_15_442276,Low coverage
BeeP-49-2013_NODE_78_length_3713_cov_9_408416,Low coverage
BeeP-49-2013_NODE_89_length_3573_cov_8_515732,Low coverage
BeeP-49-2013_NODE_93_length_3440_cov_5_708594,Low coverage
BeeP-49-2013_NODE_95_length_3382_cov_15_788805,High coverage
BeeP-49-2013_NODE_97_length_3368_cov_27_305074,Low coverage
BeeP-49-2013_NODE_99_length_3311_cov_12_618738,High coverage
BeeP-49-2013_NODE_107_length_3112_cov_10_485338,Low coverage
BeeP-49-2013_NODE_108_length_3093_cov_15_333554,Low coverage
BeeP-49-2013_NODE_113_length_3027_cov_7_774576,Low coverage
BeeP-49-2013_NODE_118_length_2897_cov_8_412057,Low coverage
BeeP-49-2013_NODE_119_length_2893_cov_5_172585,High coverage
BeeP-49-2013_NODE_125_length_2864_cov_4_489774,Low coverage
BeeP-49-2013_NODE_126_length_2862_cov_8_220108,Low coverage
BeeP-49-2013_NODE_133_length_2752_cov_14_834766,Low coverage
BeeP-49-2013_NODE_135_length_2730_cov_4_600829,High coverage
BeeP-49-2013_NODE_137_length_2724_cov_8_315074,Low coverage
BeeP-49-2013_NODE_139_length_2713_cov_7_286039,High coverage
BeeP-49-2013_NODE_142_length_2701_cov_11_455030,Low coverage
BeeP-49-2013_NODE_144_length_2663_cov_6_288476,Low coverage
BeeP-49-2013_NODE_146_length_2653_cov_2_845109,Low coverage
BeeP-49-2013_NODE_160_length_2464_cov_185_129451,High coverage
BeeP-49-2013_NODE_162_length_2442_cov_11_301057,Low coverage
BeeP-49-2013_NODE_171_length_2357_cov_5_883772,Low coverage
BeeP-49-2013_NODE_177_length_2269_cov_9_616332,Low coverage
BeeP-49-2013_NODE_184_length_2222_cov_7_330070,High coverage
BeeP-49-2013_NODE_194_length_2139_cov_5_156159,Low coverage
BeeP-49-2013_NODE_206_length_2099_cov_7_495549,Low coverage
BeeP-49-2013_NODE_212_length_2058_cov_18_012620,Low coverage
BeeP-49-2013_NODE_219_length_2017_cov_4_657732,Low coverage
BeeP-49-2013_NODE_221_length_2009_cov_2_895445,Low coverage
BeeP-49-2013_NODE_226_length_1983_cov_42_520986,High coverage
BeeP-49-2013_NODE_229_length_1980_cov_7_852338,Low coverage
BeeP-49-2013_NODE_232_length_1971_cov_12_772967,Low coverage
BeeP-49-2013_NODE_235_length_1945_cov_5_585653,Low coverage
BeeP-49-2013_NODE_240_length_1926_cov_3_658194,Low coverage
